model_id,role,split,contrast_id,stratum,task_id,difficulty,treated_cell,treated_turn,reference_cell,reference_turn,treated_m1,reference_m1,treated_missing_kind,reference_missing_kind,difference_available_case,difference_zero_imputation,difference_manski_lower,difference_manski_upper
google/gemma-2-9b-it,primary,discovery,H1,easy | neutral,DGS-003,easy,easy__malfunctioning_always_fail__neutral,measured,easy__accurate__neutral,measured,8.999999805062544,15.625000357738827,,,-6.625000552676283,-6.625000552676283,-6.625000552676283,-6.625000552676283
google/gemma-2-9b-it,primary,discovery,H2a,easy | accurate,DGS-004,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,11.062500021012966,13.187499644816853,,,-2.1249996238038875,-2.1249996238038875,-2.1249996238038875,-2.1249996238038875
google/gemma-2-9b-it,primary,discovery,H2a,easy | accurate,DGS-010,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,13.624999652660335,16.093749285915692,,,-2.4687496332553565,-2.4687496332553565,-2.4687496332553565,-2.4687496332553565
google/gemma-2-9b-it,primary,discovery,H2a,easy | accurate,DGS-012,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,13.437499910622137,12.999999533596565,,,0.43750037702557165,0.43750037702557165,0.43750037702557165,0.43750037702557165
google/gemma-2-9b-it,primary,discovery,H2a,easy | accurate,DGS-018,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,13.624999527222826,14.906250239175279,,,-1.2812507119524525,-1.2812507119524525,-1.2812507119524525,-1.2812507119524525
google/gemma-2-9b-it,primary,discovery,H2a,easy | accurate,DGS-020,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,12.812500049214577,14.21874977144762,,,-1.4062497222330421,-1.4062497222330421,-1.4062497222330421,-1.4062497222330421
google/gemma-2-9b-it,primary,discovery,H2a,easy | accurate,DGS-026,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,15.00000014581019,15.343750000261934,,,-0.3437498544517439,-0.3437498544517439,-0.3437498544517439,-0.3437498544517439
google/gemma-2-9b-it,primary,discovery,H2a,easy | accurate,DGS-028,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,13.062500439205905,14.09374966136238,,,-1.0312492221564753,-1.0312492221564753,-1.0312492221564753,-1.0312492221564753
google/gemma-2-9b-it,primary,discovery,H2a,easy | accurate,DGS-034,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,13.374999715248123,16.406249167110218,,,-3.031249451862095,-3.031249451862095,-3.031249451862095,-3.031249451862095
google/gemma-2-9b-it,primary,discovery,H2a,easy | accurate,DGS-035,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,4.625000127591193,13.437500241685484,,,-8.812500114094291,-8.812500114094291,-8.812500114094291,-8.812500114094291
google/gemma-2-9b-it,primary,discovery,H2b,hard | accurate,DGS-005,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,11.93750019359868,14.031250239986548,,,-2.0937500463878678,-2.0937500463878678,-2.0937500463878678,-2.0937500463878678
google/gemma-2-9b-it,primary,discovery,H2b,hard | accurate,DGS-007,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,,6.249999828636646,non_answer,,,-6.249999828636646,-15.312500107800588,10.156249338473572
google/gemma-2-9b-it,primary,discovery,H2b,hard | accurate,DGS-014,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,,,non_answer,non_answer,,0.0,-25.46874944627416,25.46874944627416
google/gemma-2-9b-it,primary,discovery,H2b,hard | accurate,DGS-015,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,-10.624999723862857,-9.062500279163942,,,-1.5624994446989149,-1.5624994446989149,-1.5624994446989149,-1.5624994446989149
google/gemma-2-9b-it,primary,discovery,H2b,hard | accurate,DGS-022,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,,,non_answer,non_answer,,0.0,-25.46874944627416,25.46874944627416
google/gemma-2-9b-it,primary,discovery,H2b,hard | accurate,DGS-023,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,12.875000367945177,11.562500056345016,,,1.3125003116001608,1.3125003116001608,1.3125003116001608,1.3125003116001608
google/gemma-2-9b-it,primary,discovery,H2b,hard | accurate,DGS-030,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,-10.375000252388418,14.12499988284253,,,-24.500000135230948,-24.500000135230948,-24.500000135230948,-24.500000135230948
google/gemma-2-9b-it,primary,discovery,H2b,hard | accurate,DGS-032,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,8.187500298721716,10.249999679916073,,,-2.062499381194357,-2.062499381194357,-2.062499381194357,-2.062499381194357
google/gemma-2-9b-it,primary,discovery,H2b,hard | accurate,DGS-037,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,-13.499999560473952,15.874999761768777,,,-29.37499932224273,-29.37499932224273,-29.37499932224273,-29.37499932224273
google/gemma-2-9b-it,primary,discovery,H2b,hard | accurate,DGS-038,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,10.75000003457535,13.937499773106538,,,-3.187499738531187,-3.187499738531187,-3.187499738531187,-3.187499738531187
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-003,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,12.937499533320079,15.625000357738827,,,-2.6875008244187484,-2.6875008244187484,-2.6875008244187484,-2.6875008244187484
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-004,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,11.062500021012966,13.187499644816853,,,-2.1249996238038875,-2.1249996238038875,-2.1249996238038875,-2.1249996238038875
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-010,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,13.624999652660335,16.093749285915692,,,-2.4687496332553565,-2.4687496332553565,-2.4687496332553565,-2.4687496332553565
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-012,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,13.437499910622137,12.999999533596565,,,0.43750037702557165,0.43750037702557165,0.43750037702557165,0.43750037702557165
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-018,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,13.624999527222826,14.906250239175279,,,-1.2812507119524525,-1.2812507119524525,-1.2812507119524525,-1.2812507119524525
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-020,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,12.812500049214577,14.21874977144762,,,-1.4062497222330421,-1.4062497222330421,-1.4062497222330421,-1.4062497222330421
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-026,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,15.00000014581019,15.343750000261934,,,-0.3437498544517439,-0.3437498544517439,-0.3437498544517439,-0.3437498544517439
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-028,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,13.062500439205905,14.09374966136238,,,-1.0312492221564753,-1.0312492221564753,-1.0312492221564753,-1.0312492221564753
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-034,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,13.374999715248123,16.406249167110218,,,-3.031249451862095,-3.031249451862095,-3.031249451862095,-3.031249451862095
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-035,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,4.625000127591193,13.437500241685484,,,-8.812500114094291,-8.812500114094291,-8.812500114094291,-8.812500114094291
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-005,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,11.93750019359868,14.031250239986548,,,-2.0937500463878678,-2.0937500463878678,-2.0937500463878678,-2.0937500463878678
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-007,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,,6.249999828636646,non_answer,,,-6.249999828636646,-15.312500107800588,10.156249338473572
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-014,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,,,non_answer,non_answer,,0.0,-25.46874944627416,25.46874944627416
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-015,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,-10.624999723862857,-9.062500279163942,,,-1.5624994446989149,-1.5624994446989149,-1.5624994446989149,-1.5624994446989149
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-022,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,,,non_answer,non_answer,,0.0,-25.46874944627416,25.46874944627416
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-023,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,12.875000367945177,11.562500056345016,,,1.3125003116001608,1.3125003116001608,1.3125003116001608,1.3125003116001608
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-030,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,-10.375000252388418,14.12499988284253,,,-24.500000135230948,-24.500000135230948,-24.500000135230948,-24.500000135230948
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-032,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,8.187500298721716,10.249999679916073,,,-2.062499381194357,-2.062499381194357,-2.062499381194357,-2.062499381194357
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-037,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,-13.499999560473952,15.874999761768777,,,-29.37499932224273,-29.37499932224273,-29.37499932224273,-29.37499932224273
google/gemma-2-9b-it,primary,discovery,tone_pooled,easy+hard | accurate,DGS-038,hard,hard__accurate__hostile,measured,hard__accurate__neutral,measured,10.75000003457535,13.937499773106538,,,-3.187499738531187,-3.187499738531187,-3.187499738531187,-3.187499738531187
google/gemma-2-9b-it,primary,discovery,H3a,"easy | accurate, neutral",DGS-003,easy,easy__accurate__neutral,onset,easy__accurate__neutral,measured,8.87499985343311,15.625000357738827,,,-6.750000504305717,-6.750000504305717,-6.750000504305717,-6.750000504305717
google/gemma-2-9b-it,primary,discovery,H3a,"easy | accurate, neutral",DGS-004,easy,easy__accurate__neutral,onset,easy__accurate__neutral,measured,9.625000207161065,13.187499644816853,,,-3.562499437655788,-3.562499437655788,-3.562499437655788,-3.562499437655788
google/gemma-2-9b-it,primary,discovery,H3a,"easy | accurate, neutral",DGS-010,easy,easy__accurate__neutral,onset,easy__accurate__neutral,measured,13.906250370870112,16.093749285915692,,,-2.1874989150455804,-2.1874989150455804,-2.1874989150455804,-2.1874989150455804
google/gemma-2-9b-it,primary,discovery,H3a,"easy | accurate, neutral",DGS-012,easy,easy__accurate__neutral,onset,easy__accurate__neutral,measured,11.437499666004442,12.999999533596565,,,-1.5624998675921233,-1.5624998675921233,-1.5624998675921233,-1.5624998675921233
google/gemma-2-9b-it,primary,discovery,H3a,"easy | accurate, neutral",DGS-018,easy,easy__accurate__neutral,onset,easy__accurate__neutral,measured,12.187500379965059,14.906250239175279,,,-2.71874985921022,-2.71874985921022,-2.71874985921022,-2.71874985921022
google/gemma-2-9b-it,primary,discovery,H3a,"easy | accurate, neutral",DGS-020,easy,easy__accurate__neutral,onset,easy__accurate__neutral,measured,10.374999754392775,14.21874977144762,,,-3.8437500170548446,-3.8437500170548446,-3.8437500170548446,-3.8437500170548446
google/gemma-2-9b-it,primary,discovery,H3a,"easy | accurate, neutral",DGS-026,easy,easy__accurate__neutral,onset,easy__accurate__neutral,measured,10.499999788298737,15.343750000261934,,,-4.843750211963197,-4.843750211963197,-4.843750211963197,-4.843750211963197
google/gemma-2-9b-it,primary,discovery,H3a,"easy | accurate, neutral",DGS-028,easy,easy__accurate__neutral,onset,easy__accurate__neutral,measured,11.187500346568413,14.09374966136238,,,-2.9062493147939676,-2.9062493147939676,-2.9062493147939676,-2.9062493147939676
google/gemma-2-9b-it,primary,discovery,H3a,"easy | accurate, neutral",DGS-034,easy,easy__accurate__neutral,onset,easy__accurate__neutral,measured,14.187500121246558,16.406249167110218,,,-2.2187490458636603,-2.2187490458636603,-2.2187490458636603,-2.2187490458636603
google/gemma-2-9b-it,primary,discovery,H3a,"easy | accurate, neutral",DGS-035,easy,easy__accurate__neutral,onset,easy__accurate__neutral,measured,9.437499533873051,13.437500241685484,,,-4.000000707812433,-4.000000707812433,-4.000000707812433,-4.000000707812433
google/gemma-2-9b-it,primary,discovery,H3b,"easy | accurate, hostile",DGS-003,easy,easy__accurate__hostile,onset,easy__accurate__hostile,measured,7.937499879859388,12.937499533320079,,,-4.999999653460691,-4.999999653460691,-4.999999653460691,-4.999999653460691
google/gemma-2-9b-it,primary,discovery,H3b,"easy | accurate, hostile",DGS-004,easy,easy__accurate__hostile,onset,easy__accurate__hostile,measured,-1.3750000596046448,11.062500021012966,,,-12.43750008061761,-12.43750008061761,-12.43750008061761,-12.43750008061761
google/gemma-2-9b-it,primary,discovery,H3b,"easy | accurate, hostile",DGS-010,easy,easy__accurate__hostile,onset,easy__accurate__hostile,measured,1.125,13.624999652660335,,,-12.499999652660335,-12.499999652660335,-12.499999652660335,-12.499999652660335
google/gemma-2-9b-it,primary,discovery,H3b,"easy | accurate, hostile",DGS-012,easy,easy__accurate__hostile,onset,easy__accurate__hostile,measured,13.437499782594386,13.437499910622137,,,-1.2802775017917156e-07,-1.2802775017917156e-07,-1.2802775017917156e-07,-1.2802775017917156e-07
google/gemma-2-9b-it,primary,discovery,H3b,"easy | accurate, hostile",DGS-018,easy,easy__accurate__hostile,onset,easy__accurate__hostile,measured,12.250000149681,13.624999527222826,,,-1.374999377541826,-1.374999377541826,-1.374999377541826,-1.374999377541826
google/gemma-2-9b-it,primary,discovery,H3b,"easy | accurate, hostile",DGS-020,easy,easy__accurate__hostile,onset,easy__accurate__hostile,measured,9.06249985517934,12.812500049214577,,,-3.7500001940352377,-3.7500001940352377,-3.7500001940352377,-3.7500001940352377
google/gemma-2-9b-it,primary,discovery,H3b,"easy | accurate, hostile",DGS-026,easy,easy__accurate__hostile,onset,easy__accurate__hostile,measured,10.37499954761006,15.00000014581019,,,-4.625000598200131,-4.625000598200131,-4.625000598200131,-4.625000598200131
google/gemma-2-9b-it,primary,discovery,H3b,"easy | accurate, hostile",DGS-028,easy,easy__accurate__hostile,onset,easy__accurate__hostile,measured,,13.062500439205905,non_answer,,,-13.062500439205905,-22.125000718369847,3.3437487279043125
google/gemma-2-9b-it,primary,discovery,H3b,"easy | accurate, hostile",DGS-034,easy,easy__accurate__hostile,onset,easy__accurate__hostile,measured,14.250000182073563,13.374999715248123,,,0.8750004668254405,0.8750004668254405,0.8750004668254405,0.8750004668254405
google/gemma-2-9b-it,primary,discovery,H3b,"easy | accurate, hostile",DGS-035,easy,easy__accurate__hostile,onset,easy__accurate__hostile,measured,-12.187499879975803,4.625000127591193,,,-16.812500007566996,-16.812500007566996,-16.812500007566996,-16.812500007566996
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1,easy | neutral,DGS-003,easy,easy__malfunctioning_always_fail__neutral,measured,easy__accurate__neutral,measured,20.125,21.875,,,-1.75,-1.75,-1.75,-1.75
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1,easy | neutral,DGS-004,easy,easy__malfunctioning_always_fail__neutral,measured,easy__accurate__neutral,measured,18.875,20.75,,,-1.875,-1.875,-1.875,-1.875
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1,easy | neutral,DGS-010,easy,easy__malfunctioning_always_fail__neutral,measured,easy__accurate__neutral,measured,-13.125000357631052,-20.5,,,7.374999642368948,7.374999642368948,7.374999642368948,7.374999642368948
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1,easy | neutral,DGS-012,easy,easy__malfunctioning_always_fail__neutral,measured,easy__accurate__neutral,measured,20.125,22.125,,,-2.0,-2.0,-2.0,-2.0
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1,easy | neutral,DGS-018,easy,easy__malfunctioning_always_fail__neutral,measured,easy__accurate__neutral,measured,21.75,21.875,,,-0.125,-0.125,-0.125,-0.125
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1,easy | neutral,DGS-020,easy,easy__malfunctioning_always_fail__neutral,measured,easy__accurate__neutral,measured,14.499999880791279,16.62499976158145,,,-2.1249998807901704,-2.1249998807901704,-2.1249998807901704,-2.1249998807901704
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1,easy | neutral,DGS-026,easy,easy__malfunctioning_always_fail__neutral,measured,easy__accurate__neutral,measured,25.625,22.75,,,2.875,2.875,2.875,2.875
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1,easy | neutral,DGS-028,easy,easy__malfunctioning_always_fail__neutral,measured,easy__accurate__neutral,measured,23.625,22.75,,,0.875,0.875,0.875,0.875
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1,easy | neutral,DGS-034,easy,easy__malfunctioning_always_fail__neutral,measured,easy__accurate__neutral,measured,25.5,25.375,,,0.125,0.125,0.125,0.125
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1,easy | neutral,DGS-035,easy,easy__malfunctioning_always_fail__neutral,measured,easy__accurate__neutral,measured,23.375,21.125,,,2.25,2.25,2.25,2.25
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1_hard,hard | neutral,DGS-005,hard,hard__malfunctioning_always_fail__neutral,measured,hard__accurate__neutral,measured,20.0,19.125,,,0.875,0.875,0.875,0.875
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1_hard,hard | neutral,DGS-007,hard,hard__malfunctioning_always_fail__neutral,measured,hard__accurate__neutral,measured,18.125,19.0,,,-0.875,-0.875,-0.875,-0.875
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1_hard,hard | neutral,DGS-014,hard,hard__malfunctioning_always_fail__neutral,measured,hard__accurate__neutral,measured,,,non_answer,non_answer,,0.0,-45.875,45.875
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1_hard,hard | neutral,DGS-015,hard,hard__malfunctioning_always_fail__neutral,measured,hard__accurate__neutral,measured,-14.87499976162053,-15.875000000016371,,,1.0000002383958417,1.0000002383958417,1.0000002383958417,1.0000002383958417
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1_hard,hard | neutral,DGS-022,hard,hard__malfunctioning_always_fail__neutral,measured,hard__accurate__neutral,measured,17.5,,,non_answer,,17.5,-7.875,38.0
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1_hard,hard | neutral,DGS-023,hard,hard__malfunctioning_always_fail__neutral,measured,hard__accurate__neutral,measured,9.999999645166099,-12.749999523203769,,,22.749999168369868,22.749999168369868,22.749999168369868,22.749999168369868
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1_hard,hard | neutral,DGS-030,hard,hard__malfunctioning_always_fail__neutral,measured,hard__accurate__neutral,measured,22.125,19.75,,,2.375,2.375,2.375,2.375
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1_hard,hard | neutral,DGS-032,hard,hard__malfunctioning_always_fail__neutral,measured,hard__accurate__neutral,measured,-24.875,,,non_answer,,-24.875,-50.25,-4.375
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1_hard,hard | neutral,DGS-037,hard,hard__malfunctioning_always_fail__neutral,measured,hard__accurate__neutral,measured,-26.5,9.499999528125045,,,-35.999999528125045,-35.999999528125045,-35.999999528125045,-35.999999528125045
Qwen/Qwen2.5-3B-Instruct,control,discovery,H1_hard,hard | neutral,DGS-038,hard,hard__malfunctioning_always_fail__neutral,measured,hard__accurate__neutral,measured,20.0,22.625,,,-2.625,-2.625,-2.625,-2.625
Qwen/Qwen2.5-3B-Instruct,control,discovery,H2a,easy | accurate,DGS-003,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,21.75,21.875,,,-0.125,-0.125,-0.125,-0.125
Qwen/Qwen2.5-3B-Instruct,control,discovery,H2a,easy | accurate,DGS-004,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,22.875,20.75,,,2.125,2.125,2.125,2.125
Qwen/Qwen2.5-3B-Instruct,control,discovery,H2a,easy | accurate,DGS-010,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,18.125,-20.5,,,38.625,38.625,38.625,38.625
Qwen/Qwen2.5-3B-Instruct,control,discovery,H2a,easy | accurate,DGS-012,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,20.625,22.125,,,-1.5,-1.5,-1.5,-1.5
Qwen/Qwen2.5-3B-Instruct,control,discovery,H2a,easy | accurate,DGS-018,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,21.625,21.875,,,-0.25,-0.25,-0.25,-0.25
Qwen/Qwen2.5-3B-Instruct,control,discovery,H2a,easy | accurate,DGS-020,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,21.875,16.62499976158145,,,5.250000238418551,5.250000238418551,5.250000238418551,5.250000238418551
Qwen/Qwen2.5-3B-Instruct,control,discovery,H2a,easy | accurate,DGS-026,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,26.125,22.75,,,3.375,3.375,3.375,3.375
Qwen/Qwen2.5-3B-Instruct,control,discovery,H2a,easy | accurate,DGS-028,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,24.75,22.75,,,2.0,2.0,2.0,2.0
Qwen/Qwen2.5-3B-Instruct,control,discovery,H2a,easy | accurate,DGS-034,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,23.875,25.375,,,-1.5,-1.5,-1.5,-1.5
Qwen/Qwen2.5-3B-Instruct,control,discovery,H2a,easy | accurate,DGS-035,easy,easy__accurate__hostile,measured,easy__accurate__neutral,measured,19.0,21.125,,,-2.125,-2.125,-2.125,-2.125
