phase,run_id,run_kind,model_id,immutable_revision,task_id,split,difficulty,domain,cell_id,cell_kind,feedback_validity,tone,turn_label,response_id,m1,m1_missing_reason,m2,m2_missing_reason,m3_rate,m3_missing_reason,m3_event_count,m3_loop_flag,entropy_mean,entropy_worst_decile,tail_mass_mean,entropy_missing_reason,rep4,length_tokens,length_drift,length_drift_missing_reason,hedge_per100,selfcorr_per100,greedy_answer_valid,greedy_answer_correct,greedy_answer_letter,resample_count,resample_valid_count,history_false_negative,feedback_rounds
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__accurate__neutral,factorial,accurate,neutral,measured,d80f74af97c447d9332d3ca26281a931c9b740c68d3f8937a1195faae81ffe36,-6.687500211410224,,0.09999999999999998,,0.0,,0,false,0.6180950488534185,1.7163511056482879,0.003836612253152206,,0.03333333333333333,48,0.0,,0.0,0.0,true,false,C,10,10,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__accurate__neutral,factorial,accurate,neutral,onset,8f7cc7a1cc51c33a8a3e2fe012aa3f111ee444ab061e007896cf8026c35e404f,-6.812500029802322,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.10733765606275192,0.6395481073670632,0.00016450489364043994,,0.03333333333333333,48,0.0,,0.0,0.0,true,false,C,10,9,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__accurate__neutral,factorial,accurate,neutral,onset_washout,3967acb4bc0ba2ba16e5645274e75f3a3c4129c9811c2141de7fc96bcc8f4cfb,-7.750000175554305,,0.09999999999999998,,0.0,,0,false,0.053238935307784375,0.32008171973181504,0.00014835944152150754,,0.03333333333333333,48,0.0,,0.0,0.0,true,false,C,10,10,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,42918ce02369ca5f4f72074d0ed2eda61165cf75708d951a1c32cd7097ec4e2d,-9.812499812222086,,0.09999999999999998,,0.0,,0,false,0.5061623433645912,1.5924702771536945,0.0032357433091522816,,0.022727272727272728,72,0.5,,0.0,0.0,true,false,C,10,10,false,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-010,discovery,easy,logic,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,a4a64b0c5db62b19b43a3e386e9028af2406b0c6318922996849cd3c2b2db5bc,-9.562500053434633,,0.4,,0.0,,0,false,0.06619461768750555,0.4448855998146814,0.00031199141807174586,,0.05555555555555555,111,1.3125,,0.0,0.0,true,false,C,10,10,false,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-014,discovery,hard,logic,hard__accurate__neutral,factorial,accurate,neutral,measured,8d91bfea9b3c51e2f7ba122d629012a6a058ac25176fd55e517ca34ddc90b52b,-6.562499865889549,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.5346986855390543,2.0414826602948133,0.013231447857221893,,0.17272727272727273,147,0.0,,0.0,0.0,true,false,D,10,6,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-014,discovery,hard,logic,hard__accurate__neutral,factorial,accurate,neutral,onset,41e8f114ec914942fa1a981040530b946c9242495f4f9b6b48f5848c3ac0ea12,-6.499999975785613,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.09242505490991969,0.6691855178171452,0.0004037267160350432,,0.2909090909090909,313,1.129251700680272,,0.0,0.0,true,false,D,10,7,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-014,discovery,hard,logic,hard__accurate__neutral,factorial,accurate,neutral,onset_washout,1e13fb16987834cbb35625a96ea8f2692bf50d8d62536382c808905de2fdfc78,-7.124999991618097,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.0658643647615109,0.5307754639166722,0.0002896689896940118,,0.2909090909090909,313,1.129251700680272,,0.0,0.0,true,false,D,10,5,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-014,discovery,hard,logic,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,ff19503b858ca93a067bd876a7ed554d2ec9db4c53c0b81750fa3a86b5a75ea3,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.5346857869536588,2.002820097424246,0.010998066789457986,,0.12403100775193798,178,0.2108843537414966,,0.0,0.0,false,,,10,7,false,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-014,discovery,hard,logic,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,8c0496f1bd3a7321a4ecac1da4daab2782e09feae17f6683340ffbd0eda76de3,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.04236286526275408,0.35237667197375755,0.00031692909481487245,,0.25903614457831325,242,0.6462585034013606,,0.0,0.0,false,,,10,5,false,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-018,discovery,easy,science,easy__accurate__neutral,factorial,accurate,neutral,measured,a38a1fcfd1b5f4730e24db6fefeecddb0a24fcdf53468e8fe15dfc3d320f0a58,10.12500019161962,,0.0,,0.0,,0,false,0.37350089174754775,1.499508465234857,0.002895904657105139,,0.0,88,0.0,,0.0,0.0,true,true,B,10,10,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-018,discovery,easy,science,easy__accurate__neutral,factorial,accurate,neutral,onset,145af7ca524638e3f318e9af5407c56d5bb8ae81ee5c7fe9c0325e0d393f4c75,9.500000284053385,,0.0,,0.0,,0,false,0.09081209297697171,0.5312447729352595,0.0002932763861679574,,0.0,89,0.011363636363636364,,0.0,0.0,true,true,B,10,10,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-018,discovery,easy,science,easy__accurate__neutral,factorial,accurate,neutral,onset_washout,cfff4b94671f1693fa63e9eec9d0424258b8d1daad441aff15239985a4baa197,10.93749977304833,,0.0,,0.0,,0,false,0.020993745222824357,0.1813933807795748,1.840167809513495e-05,,0.0,89,0.011363636363636364,,0.0,0.0,true,true,B,10,10,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-018,discovery,easy,science,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,ef860da06ee1e958fce169db4db0361860fe0d9a031456ca2c30b19764ec0f02,8.625000194064341,,0.0,,0.0,,0,false,0.29798437974012754,1.3559389765187988,0.0025345253060675274,,0.0,89,0.011363636363636364,,0.0,0.0,true,true,B,10,10,true,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-018,discovery,easy,science,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,76b4dcea430cde2d07715d98646ac562fb348d086947866e50fbf0ea79dad487,8.937499562627636,,0.0,,0.0,,0,false,0.04590253164409738,0.2931563746099865,0.00017006691651715361,,0.0,89,0.011363636363636364,,0.0,0.0,true,true,B,10,10,true,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-022,discovery,hard,science,hard__accurate__neutral,factorial,accurate,neutral,measured,2380d3f4377ed9e2b0035a447c6cdef25cadd9a8a5a90c544af9299212fa087f,-11.437499791150913,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.3023221307843326,1.6186285478847835,0.003159227144197033,,0.008064516129032258,273,0.0,,0.0,0.0,true,false,C,10,8,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-022,discovery,hard,science,hard__accurate__neutral,factorial,accurate,neutral,onset,263d69e25028b51dd60522083e2e9547bf6409ec1a618182c2ad17d193ca31ba,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.09570240473069112,0.5925812750921068,0.0005121402378400127,,0.05555555555555555,204,-0.25274725274725274,,0.0,0.0,false,,,10,5,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-022,discovery,hard,science,hard__accurate__neutral,factorial,accurate,neutral,onset_washout,b85fa564e782418cf2a4b33eabe4e31279eb8e97e218889a9076583be8c8ae15,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.045708155568887056,0.35118549534713445,0.00019300589677909478,,0.05555555555555555,204,-0.25274725274725274,,0.0,0.0,false,,,10,4,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-022,discovery,hard,science,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,c5199586413ee238bd9c5c62330ba933e991d2da96ee7be9154553d241a567e5,-8.12500015925616,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.3248599430560164,1.651910811685839,0.0036095629902534415,,0.1320754716981132,267,-0.02197802197802198,,0.0,0.0,true,false,C,10,9,false,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-022,discovery,hard,science,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,045d2ef82987be9b06fa70c04702262eb68c0470c6c2f39a04923209debba1b3,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.07939940209317568,0.5905894816471222,0.0004643835903627375,,0.04861111111111111,256,-0.06227106227106227,,0.0,0.0,false,,,10,3,false,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-026,discovery,easy,language,easy__accurate__neutral,factorial,accurate,neutral,measured,0db1f17534ea44f1858801b4bc7de55511250bfea4c30567354a70d4c46e0f6e,8.562500186264515,,0.0,,0.0,,0,false,0.4394847869081037,1.4205763985539672,0.004552178619004337,,0.0,27,0.0,,0.0,0.0,true,true,B,10,10,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-026,discovery,easy,language,easy__accurate__neutral,factorial,accurate,neutral,onset,4d3004f3330e09ce5dcc69afe5e293d8c3c7944615b83e560bd9547a3a0135ad,2.5000001192092896,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.2660662890213939,1.0676747626457792,0.0017292475306612655,,0.0,27,0.0,,0.0,0.0,true,true,B,10,9,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-026,discovery,easy,language,easy__accurate__neutral,factorial,accurate,neutral,onset_washout,521fd6d32138ae80b26c1d2fe459588258266deaac8c6d1a6f7a64ad2a863f63,7.250000178115442,,0.0,,0.0,,0,false,0.028416800788671846,0.18249737683446923,9.231827769823548e-05,,0.0,27,0.0,,0.0,0.0,true,true,B,10,10,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-026,discovery,easy,language,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,4587a7c9ddd91439e783f67d40ece3c02daf9d79b90bcf257e2c3a08be8f0993,3.874999888241291,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.4138970671466649,1.3417292308708548,0.004149329757855198,,0.0,27,0.0,,0.0,0.0,true,true,B,10,9,true,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-026,discovery,easy,language,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,f334ccd02ea5c625f30cdb74ab98452564c947ef02c07d3491fce3b178e19a51,4.625000048428774,,0.09999999999999998,,0.0,,0,false,0.05349622625771874,0.26118354026058926,0.00033732009732894634,,0.0,27,0.0,,0.0,0.0,true,true,B,10,10,true,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-030,discovery,hard,language,hard__accurate__neutral,factorial,accurate,neutral,measured,796f9d51cc76fd73ca463bf804c8c95eeba52cc6e3281ffa9a2ddb6a721b5db4,5.312499841675162,,0.09999999999999998,,0.0,,0,false,0.29703534361494566,1.1664805312515543,0.0008589389884137631,,0.0,49,0.0,,0.0,0.0,true,true,C,10,10,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-030,discovery,hard,language,hard__accurate__neutral,factorial,accurate,neutral,onset,76b49054a72ab593c16866d7302a1b3a8d7d2aaa27f9e43f44fd5cd779020e94,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.3811334766559086,1.5504649439066849,0.001294476288915394,,0.046511627906976744,66,0.3469387755102041,,0.0,0.0,false,,,10,6,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-030,discovery,hard,language,hard__accurate__neutral,factorial,accurate,neutral,onset_washout,b55c8e107fbb6aecdfd556ff697ad21ff6ff6700de96935428ff7551f9424b7b,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.045496747488342607,0.36345944556133736,4.3175995341453714e-05,,0.046511627906976744,66,0.3469387755102041,,0.0,0.0,false,,,10,8,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-030,discovery,hard,language,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,b6a5e7f1aedfba470d420bccdd278cf0e214dda3fcbededc8687fb9541df5a77,-2.3750000298023224,,0.19999999999999996,,0.0,,0,false,0.19479148463064272,0.9823738533360233,0.0004120599498505982,,0.0,49,0.0,,0.0,0.0,true,false,B,10,10,true,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-030,discovery,hard,language,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,13faeb7486b4c36fec17872f37384c8004ae615e662e89c5cba5b3f28587e726,-0.375,,0.4,,0.0,,0,false,0.07930400842733516,0.5831251023750582,0.0001110935521835662,,0.0,49,0.0,,0.0,0.0,true,false,B,10,10,true,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-034,discovery,easy,history,easy__accurate__neutral,factorial,accurate,neutral,measured,33104de79afd4c4d6a0153ac8da9236a885fe5580bc720094926955a1910d017,12.187500345229637,,0.0,,0.0,,0,false,0.5277620189203833,1.943820387297895,0.0033887982744601574,,0.0,44,0.0,,0.0,0.0,true,true,A,10,10,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-034,discovery,easy,history,easy__accurate__neutral,factorial,accurate,neutral,onset,a84e9abefcfae108abfa0efa6fcd95675dce002280379952d6d4d5e201d92da0,12.124999939580448,,,m2_invalid_final_answer_all_ten_required,,m3_zero_visible_reasoning_tokens,0,false,0.030483443457625575,0.09502507183022631,0.0001461138647833593,,0.0,5,-0.8863636363636364,,0.0,0.0,true,true,A,10,9,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-034,discovery,easy,history,easy__accurate__neutral,factorial,accurate,neutral,onset_washout,e3215128c538de56d6ad1241b01b0076d3c38d49d7bc52e2aeeb9862ac562d95,12.500000359199475,,,m2_invalid_final_answer_all_ten_required,,m3_zero_visible_reasoning_tokens,0,false,0.017288910634435082,0.03552733830391145,6.284825492355317e-05,,0.0,5,-0.8863636363636364,,0.0,0.0,true,true,A,10,9,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-034,discovery,easy,history,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,020fcd54a01c946208f1699cbe782b307d844eb241a159d5e612abb7fc934ce1,11.531250178348273,,0.0,,0.0,,0,false,0.5961770146194464,1.5849971458956738,0.0029608986752535944,,0.0,47,0.06818181818181818,,0.0,0.0,true,true,A,10,10,true,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-034,discovery,easy,history,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,21ab25ec4018e39ce6d297c4fd2cb654e9713df9c63c086b9b4699aaaabb13b1,11.499999525025487,,0.0,,0.0,,0,false,0.4022163208964934,1.4723547015836385,0.001970257084421221,,0.0,49,0.11363636363636363,,0.0,0.0,true,true,A,10,10,true,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-037,discovery,hard,history,hard__accurate__neutral,factorial,accurate,neutral,measured,a96360c18c07a9c7ac435ad97348c30bf5d888b0775d86ce59c68c6d6361d922,9.562500270083547,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.7217578270383943,2.10569768993242,0.03134036369170751,,0.0,145,0.0,,1.0638297872340425,0.0,true,true,D,10,9,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-037,discovery,hard,history,hard__accurate__neutral,factorial,accurate,neutral,onset,f820ed2f2aa291be5c5c8e4ee888e570c8eb37163c8891b2b10acd57faf45f37,-3.375,,,m2_invalid_final_answer_all_ten_required,,m3_zero_visible_reasoning_tokens,0,false,0.3911391566775416,1.199150304593124,2.9978599090463297e-05,,0.0,5,-0.9655172413793104,,0.0,0.0,true,false,A,10,3,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-037,discovery,hard,history,hard__accurate__neutral,factorial,accurate,neutral,onset_washout,2f598eb3491fc3764b32aa4daa575fc5bc94e044c80961a5c1d7624ad0f1c25b,-3.1250000670552254,,,m2_invalid_final_answer_all_ten_required,,m3_zero_visible_reasoning_tokens,0,false,0.07980212661631464,0.24412162300746118,3.2509103358302484e-05,,0.0,5,-0.9655172413793104,,0.0,0.0,true,false,A,10,5,,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-037,discovery,hard,history,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,9162ef7c21239e68c22aaf0e47c60bd97dc8d7f7c2ef3fce435d72030df88a5b,-11.750000026542693,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.11734525899148492,0.6590390115415687,0.0016073033495438598,,0.008,195,0.3448275862068966,,0.0,0.0,true,false,C,10,9,true,3
phase_0,phase0-gemma-2-2b-it-2026-08-17,empirical,google/gemma-2-2b-it,299a8560bedf22ed1c72a8a11e7dce4a7f9f51f8,DGS-037,discovery,hard,history,hard__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,cbc399c02908739e71025137a3f66d14c6ee165c9664dc085ee0b2b99326a377,-12.156249538820703,,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.04119603433908276,0.3153584934146755,0.00017343869571306733,,0.008,195,0.3448275862068966,,0.0,0.0,true,false,C,10,8,true,3
